event_type,event_cause,priority,requires_road_closure,zone,junction,start_datetime,end_datetime,latitude,longitude,hour,weekday,is_weekend,time_of_day,duration_minutes,congestion_score,congestion_proxy_label
unplanned,vehicle_breakdown,Low,True,Unknown,Unknown,2024-03-30 20:54:23.430000+00:00,2024-03-30 21:35:29.594789502+00:00,12.9431255,77.5972099,20.0,5.0,1,night,41.102746491666664,13.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 21:31:25.426000+00:00,2024-03-30 22:12:31.590789502+00:00,13.07104,77.5924854,21.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 21:34:51.293000+00:00,2024-03-30 22:15:57.457789502+00:00,13.027811,77.5422247,21.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-30 20:38:16.656000+00:00,2024-03-30 21:19:22.820789502+00:00,13.0119058,77.5691935,20.0,5.0,1,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 20:45:29.333000+00:00,2024-03-30 21:26:35.497789502+00:00,13.0999145,77.5990439,20.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-30 20:36:23.858000+00:00,2024-03-30 21:17:30.022789502+00:00,13.0118911,77.5692145,20.0,5.0,1,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 23:28:26.263000+00:00,2024-03-31 00:09:32.427789502+00:00,13.0155967,77.5632506,23.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-03-30 23:43:30.060000+00:00,2024-03-31 06:39:38.278143498+00:00,12.8496684,77.5757614,23.0,5.0,1,night,416.1369690583333,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 22:00:07.988000+00:00,2024-03-30 22:41:14.152789502+00:00,13.0345256,77.5887308,22.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-30 23:24:56.890000+00:00,2024-03-31 00:06:03.054789502+00:00,13.0487923,77.4974299,23.0,5.0,1,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 02:04:29.176000+00:00,2024-03-31 02:45:35.340789502+00:00,12.9752696,77.6201123,2.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 01:48:48.072000+00:00,2024-03-31 02:11:45.511903002+00:00,12.9240089,77.6184611,1.0,6.0,1,night,22.957331716666665,12.0,Medium
unplanned,others,High,False,Unknown,Unknown,2024-03-31 02:19:00.125000+00:00,2024-03-31 02:40:35.771280998+00:00,13.0390679,77.589309,2.0,6.0,1,night,21.594104683333335,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 01:22:42.563000+00:00,2024-03-31 02:03:48.727789502+00:00,12.9856594,77.6443541,1.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 21:55:35.579000+00:00,2024-03-30 22:36:41.743789502+00:00,13.0345101,77.5886771,21.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 22:20:45.118000+00:00,2024-03-30 23:01:51.282789502+00:00,12.9640323,77.5830801,22.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 23:06:47.546000+00:00,2024-03-30 23:47:53.710789502+00:00,13.0344889,77.5885486,23.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-30 23:29:27.486000+00:00,2024-03-31 00:10:33.650789502+00:00,13.0155791,77.5632598,23.0,5.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 02:25:53.854000+00:00,2024-03-31 04:29:39.522637+00:00,13.0102318,77.6974368,2.0,6.0,1,night,123.76114394999999,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-30 22:14:44.226000+00:00,2024-03-30 22:55:50.390789502+00:00,12.9805889,77.5730379,22.0,5.0,1,night,41.102746491666664,8.0,Low
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-31 02:29:03.496000+00:00,2024-04-08 12:31:15.728387998+00:00,12.9764463,77.7398826,2.0,6.0,1,night,12122.203873133334,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 02:24:11.328000+00:00,2024-03-31 02:36:15.070615002+00:00,13.003447,77.7570511,2.0,6.0,1,night,12.062376916666667,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 01:02:55.990000+00:00,2024-03-31 02:53:52.877113+00:00,13.0143227,77.7004163,1.0,6.0,1,night,110.94811854999999,8.0,Low
unplanned,others,High,False,Unknown,Unknown,2024-03-31 02:48:22.853000+00:00,2024-03-31 09:44:31.071143498+00:00,12.9649206,77.597051,2.0,6.0,1,night,416.1369690583333,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 03:09:42.295000+00:00,2024-03-31 03:29:40.914404998+00:00,12.9996339,77.5843205,3.0,6.0,1,night,19.97699008333333,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 03:13:05.185000+00:00,2024-03-31 03:46:22.580069002+00:00,13.0217837,77.5326429,3.0,6.0,1,night,33.289917816666666,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 03:54:47.986000+00:00,2024-03-31 05:21:26.450837002+00:00,13.016874,77.5609665,3.0,6.0,1,night,86.64108061666667,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 04:19:14.260000+00:00,2024-03-31 04:23:17.855459998+00:00,12.9943026,77.757433,4.0,6.0,1,night,4.059924333333333,8.0,Low
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-31 04:18:43.684000+00:00,2024-04-02 22:33:50.469479002+00:00,12.8415683,77.644615,4.0,6.0,1,night,3975.1130913166667,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 02:57:54.166000+00:00,2024-03-31 03:39:00.330789502+00:00,12.91661104,77.62995423,2.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 04:01:12.960000+00:00,2024-03-31 04:42:19.124789502+00:00,12.9729058,77.602576,4.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 05:07:01.996000+00:00,2024-03-31 05:48:08.160789502+00:00,13.0265852,77.6366914,5.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 03:58:40.338000+00:00,2024-03-31 04:39:46.502789502+00:00,13.0037413,77.7569761,3.0,6.0,1,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,Low,True,Unknown,Unknown,2024-03-31 06:40:30.789000+00:00,2024-03-31 06:49:16.899481998+00:00,12.9699546,77.4967523,6.0,6.0,1,night,8.768508033333335,13.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-03-31 06:13:46.075000+00:00,2024-03-31 07:55:26.656588+00:00,12.9604985,77.5041501,6.0,6.0,1,night,101.6763598,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 02:33:43.155000+00:00,2024-03-31 03:14:49.319789502+00:00,12.86899116,77.50451447,2.0,6.0,1,night,41.102746491666664,8.0,Low
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-31 04:44:47.007000+00:00,2024-04-04 05:38:58.285525998+00:00,12.9469274,77.5691881,4.0,6.0,1,night,5814.187975433333,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 02:52:27.731000+00:00,2024-03-31 03:33:33.895789502+00:00,12.9712033,77.594185,2.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,tree_fall,Low,False,Unknown,Unknown,2024-03-31 07:02:26.554000+00:00,2024-04-06 03:27:38.138021002+00:00,13.0289757,77.5586268,7.0,6.0,1,night,8425.193067016668,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 02:51:15.025000+00:00,2024-03-31 03:32:21.189789502+00:00,12.91670965,77.62994607,2.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 07:03:21.342000+00:00,2024-03-31 09:06:04.767108+00:00,12.9592717,77.6556783,7.0,6.0,1,night,122.7237518,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 07:09:39.878000+00:00,2024-03-31 08:40:37.394952998+00:00,12.9570521,77.5742822,7.0,6.0,1,night,90.95861588333334,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 07:49:09.066000+00:00,2024-03-31 08:30:15.230789502+00:00,12.9606801,77.5571296,7.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 05:53:06.742000+00:00,2024-03-31 06:34:12.906789502+00:00,13.018784,77.6568486,5.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 06:19:03.659000+00:00,2024-03-31 07:00:09.823789502+00:00,13.0066993,77.5929994,6.0,6.0,1,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 08:47:23.689000+00:00,2024-03-31 09:28:29.853789502+00:00,13.043905,77.5573633,8.0,6.0,1,morning_peak,41.102746491666664,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 17:29:15.776000+00:00,2024-03-31 18:10:21.940789502+00:00,13.0354439,77.5413416,17.0,6.0,1,evening_peak,41.102746491666664,15.0,High
planned,construction,Low,True,Unknown,Unknown,2024-03-31 11:34:48.050000+00:00,2024-03-31 17:05:45.999999998+00:00,13.0581665,77.5462351,11.0,6.0,1,midday,330.96583333333336,12.5,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 05:57:18.439000+00:00,2024-03-31 06:38:24.603789502+00:00,13.0184753,77.6569857,5.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 17:27:23.750000+00:00,2024-03-31 18:08:29.914789502+00:00,13.00725,77.58399,17.0,6.0,1,evening_peak,41.102746491666664,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 19:17:43.540000+00:00,2024-03-31 19:41:57.984392002+00:00,12.9921469,77.5853902,19.0,6.0,1,evening_peak,24.24073986666667,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 20:54:47.820000+00:00,2024-03-31 21:36:23.774073+00:00,13.0397501,77.5435557,20.0,6.0,1,night,41.59923455,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 19:20:11.657000+00:00,2024-03-31 20:01:17.821789502+00:00,12.887253,77.7386073,19.0,6.0,1,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 19:18:46.193000+00:00,2024-03-31 19:59:52.357789502+00:00,12.8872823,77.7385986,19.0,6.0,1,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 17:16:28.731000+00:00,2024-03-31 17:57:34.895789502+00:00,13.0356336,77.5413662,17.0,6.0,1,evening_peak,41.102746491666664,15.0,High
unplanned,congestion,Low,False,Unknown,Unknown,2024-03-31 20:49:59.901000+00:00,2024-03-31 22:01:32.019769002+00:00,12.9389616,77.7474019,20.0,6.0,1,night,71.53531281666667,10.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 18:46:51.221000+00:00,2024-03-31 19:27:57.385789502+00:00,12.9525274,77.541373,18.0,6.0,1,evening_peak,41.102746491666664,15.0,High
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-31 19:51:23.539000+00:00,2024-03-31 20:32:29.703789502+00:00,13.0503354,77.493171,19.0,6.0,1,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 22:19:42.475000+00:00,2024-03-31 22:37:47.739634+00:00,12.958377,77.5550049,22.0,6.0,1,night,18.0877439,12.0,Medium
unplanned,construction,High,True,Unknown,Unknown,2024-03-31 22:49:30.006000+00:00,2024-04-01 10:56:02.993999999+00:00,12.9773762,77.6086674,22.0,6.0,1,night,726.5498,15.0,High
unplanned,road_conditions,High,False,Unknown,Unknown,2024-03-31 23:20:24.803000+00:00,2024-04-07 09:16:44.131547498+00:00,12.9275049,77.6214034,23.0,6.0,1,night,9236.322142458333,11.0,Medium
unplanned,congestion,High,False,Unknown,Unknown,2024-04-01 00:30:10.645000+00:00,2024-04-01 01:41:42.763769002+00:00,13.0597614,77.6330659,0.0,0.0,0,night,71.53531281666667,14.0,Medium
unplanned,accident,Low,False,Unknown,Unknown,2024-03-31 22:53:39.784000+00:00,2024-03-31 23:35:22.077344500+00:00,12.86229155,77.51715234,22.0,6.0,1,night,41.704889075,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-31 21:43:08.507000+00:00,2024-03-31 22:24:14.671789502+00:00,12.93861,77.52219,21.0,6.0,1,night,41.102746491666664,12.0,Medium
unplanned,accident,High,False,Unknown,Unknown,2024-03-31 23:28:15.219000+00:00,2024-04-01 00:09:57.512344500+00:00,13.0580152,77.5934219,23.0,6.0,1,night,41.704889075,15.0,High
unplanned,others,High,False,Central Zone 1,AnepalyaJunc,2023-12-28 07:30:13.446000+00:00,2024-04-01 00:40:35.896186998+00:00,12.9524426,77.6053748,7.0,3.0,0,night,136390.37416978335,9.0,Low
unplanned,others,High,False,Unknown,Unknown,2024-04-01 01:44:47.858000+00:00,2024-04-01 02:49:52.894239002+00:00,12.9702655,77.6411052,1.0,0.0,0,night,65.08393731666666,9.0,Low
unplanned,construction,Low,False,Unknown,Unknown,2024-04-01 01:56:08.827000+00:00,2024-04-03 03:20:01.563283+00:00,12.9363582,77.703834,1.0,0.0,0,night,2963.87893805,6.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 03:06:18.897000+00:00,2024-04-01 03:21:33.840609+00:00,12.9781425,77.5648766,3.0,0.0,0,night,15.24906015,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-04-01 02:11:18.878000+00:00,2024-04-01 09:07:27.096143498+00:00,12.987822,77.5770508,2.0,0.0,0,night,416.1369690583333,5.0,Low
unplanned,congestion,High,False,Unknown,Unknown,2024-04-01 01:24:44.546000+00:00,2024-04-01 02:36:16.664769002+00:00,12.9394579,77.5231551,1.0,0.0,0,night,71.53531281666667,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 00:36:19.324000+00:00,2024-04-01 01:17:25.488789502+00:00,12.9676337,77.6000244,0.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 03:23:13.620000+00:00,2024-04-01 05:35:10.267363002+00:00,12.9457522,77.5956883,3.0,0.0,0,night,131.94412271666667,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 02:43:31.755000+00:00,2024-04-01 03:24:37.919789502+00:00,13.0411932,77.5897473,2.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,accident,High,False,Unknown,Unknown,2024-04-01 01:45:26.074000+00:00,2024-04-01 02:27:08.367344500+00:00,13.0418287,77.5963139,1.0,0.0,0,night,41.704889075,15.0,High
unplanned,others,High,False,Unknown,Unknown,2024-04-01 05:25:38.906000+00:00,2024-04-01 06:58:13.454682002+00:00,13.0278942,77.5418886,5.0,0.0,0,night,92.57581136666666,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 07:07:24.443000+00:00,2024-04-01 07:48:30.607789502+00:00,13.0450553,77.5075318,7.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 08:50:05.693000+00:00,2024-04-01 09:31:11.857789502+00:00,12.9259772,77.54924,8.0,0.0,0,morning_peak,41.102746491666664,15.0,High
unplanned,congestion,Low,False,Unknown,Unknown,2024-04-01 05:42:15.168000+00:00,2024-04-01 06:53:47.286769002+00:00,12.9383578,77.7469918,5.0,0.0,0,night,71.53531281666667,10.0,Medium
unplanned,accident,High,False,Unknown,Unknown,2024-04-01 08:43:56.797000+00:00,2024-04-01 10:34:56.828705998+00:00,13.1061381,77.600163,8.0,0.0,0,morning_peak,111.00052843333333,18.0,High
unplanned,road_conditions,High,False,Unknown,Unknown,2024-04-01 19:22:27.417000+00:00,2024-04-08 05:18:46.745547498+00:00,12.9274974,77.6213278,19.0,0.0,0,evening_peak,9236.322142458333,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 18:28:41.937000+00:00,2024-04-01 19:44:06.240322998+00:00,13.0427386,77.5506686,18.0,0.0,0,evening_peak,75.40505538333333,15.0,High
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 18:53:03.655000+00:00,2024-04-01 20:01:33.122803+00:00,13.0102333,77.6975197,18.0,0.0,0,evening_peak,68.49113005,11.0,Medium
unplanned,others,High,False,Unknown,Unknown,2024-04-01 18:12:43.713000+00:00,2024-04-03 10:52:24.199459998+00:00,13.0069151,77.5838779,18.0,0.0,0,evening_peak,2439.674774333333,12.0,Medium
unplanned,others,High,False,Unknown,Unknown,2024-04-01 06:55:05.070000+00:00,2024-04-11 10:47:12.497341002+00:00,13.1036925,77.6006049,6.0,0.0,0,night,14632.123789016665,9.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 19:27:39.924000+00:00,2024-04-01 20:08:46.088789502+00:00,13.0523756,77.4870906,19.0,0.0,0,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 20:39:49.945000+00:00,2024-04-01 21:20:56.109789502+00:00,12.965048,77.7022521,20.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 21:00:57.436000+00:00,2024-04-01 22:15:47.890363+00:00,12.9591144,77.6574092,21.0,0.0,0,night,74.84090605,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-04-01 21:01:19.065000+00:00,2024-04-02 03:57:27.283143498+00:00,12.91943439,77.54213863,21.0,0.0,0,night,416.1369690583333,5.0,Low
unplanned,others,Low,False,Unknown,Unknown,2024-04-01 20:59:08.727000+00:00,2024-04-02 00:54:56.385093+00:00,12.9458182,77.5953985,20.0,0.0,0,night,235.79430155,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 20:13:06.304000+00:00,2024-04-01 20:54:12.468789502+00:00,13.0631884,77.4579755,20.0,0.0,0,night,41.102746491666664,8.0,Low
unplanned,pot_holes,High,False,Unknown,Unknown,2024-04-01 21:20:14.566000+00:00,2024-04-10 07:22:26.798387998+00:00,12.9872127,77.5498704,21.0,0.0,0,night,12122.203873133334,9.0,Low
planned,construction,High,False,Unknown,Unknown,2024-04-01 21:49:04.635000+00:00,2024-04-03 00:05:46.000000002+00:00,12.928608,77.6816848,21.0,0.0,0,night,1576.6894166666668,10.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 19:43:56.956000+00:00,2024-04-01 22:08:58.511048002+00:00,12.9153846,77.6384335,19.0,0.0,0,evening_peak,145.02591746666667,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 22:22:35.313000+00:00,2024-04-01 23:03:41.477789502+00:00,13.0030338,77.6799222,22.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 22:22:35.313000+00:00,2024-04-01 23:03:41.477789502+00:00,13.0030338,77.6799222,22.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 21:12:45.864000+00:00,2024-04-01 21:53:52.028789502+00:00,12.9536622,77.5423104,21.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-04-01 23:07:53.143000+00:00,2024-04-02 06:04:01.361143498+00:00,13.0663452,77.4518169,23.0,0.0,0,night,416.1369690583333,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-02 00:51:15.909000+00:00,2024-04-02 01:32:22.073789502+00:00,12.9496281,77.5971417,0.0,1.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 22:13:06.398000+00:00,2024-04-01 22:54:12.562789502+00:00,13.0086926,77.5270187,22.0,0.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,True,Unknown,Unknown,2024-04-02 00:25:28.394000+00:00,2024-04-02 00:39:42.598433+00:00,12.9592974,77.6546997,0.0,1.0,0,night,14.23674055,17.0,High
unplanned,pot_holes,High,False,Unknown,Unknown,2024-04-02 00:50:14.408000+00:00,2024-04-10 10:52:26.640387998+00:00,12.9777328,77.5455,0.0,1.0,0,night,12122.203873133334,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 00:58:17.907000+00:00,2024-04-02 01:39:24.071789502+00:00,12.9517162,77.5401593,0.0,1.0,0,night,41.102746491666664,12.0,Medium
unplanned,tree_fall,High,False,Unknown,Unknown,2024-04-02 01:09:09.285000+00:00,2024-04-02 11:44:06.083497002+00:00,12.9743175,77.6411225,1.0,1.0,0,night,634.9466416166667,13.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 23:41:16.165000+00:00,2024-04-02 00:22:22.329789502+00:00,12.9495648,77.5368611,23.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 20:38:28.996000+00:00,2024-04-01 21:19:35.160789502+00:00,12.9558613,77.7127156,20.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 20:41:32.057000+00:00,2024-04-01 21:22:38.221789502+00:00,12.974155,77.5511733,20.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,congestion,High,False,Unknown,Unknown,2024-04-01 22:01:59.036000+00:00,2024-04-01 23:13:31.154769002+00:00,12.9286815,77.6817101,22.0,0.0,0,night,71.53531281666667,14.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-01 21:52:52.978000+00:00,2024-04-01 22:33:59.142789502+00:00,12.9934067,77.59555,21.0,0.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-02 01:10:00.765000+00:00,2024-04-02 01:51:06.929789502+00:00,13.0983325,77.5904647,1.0,1.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 21:03:47.696000+00:00,2024-04-01 21:44:53.860789502+00:00,12.9795039,77.5397421,21.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-01 22:49:37.965000+00:00,2024-04-01 23:30:44.129789502+00:00,12.9320917,77.6872483,22.0,0.0,0,night,41.102746491666664,12.0,Medium
unplanned,pot_holes,High,False,Unknown,Unknown,2024-04-02 03:19:55.143000+00:00,2024-04-10 13:22:07.375387998+00:00,12.9994323,77.5839257,3.0,1.0,0,night,12122.203873133334,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 02:10:08.003000+00:00,2024-04-02 02:48:00.511401998+00:00,12.9974507,77.6698174,2.0,1.0,0,night,37.87514003333333,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-04-02 03:22:30.358000+00:00,2024-04-02 04:03:36.522789502+00:00,12.9425534,77.7481214,3.0,1.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 01:32:19.975000+00:00,2024-04-02 02:13:26.139789502+00:00,13.0134021,77.6265131,1.0,1.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 02:32:53.215000+00:00,2024-04-02 03:13:59.379789502+00:00,13.0420783,77.5158902,2.0,1.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 05:13:16.714000+00:00,2024-04-02 07:29:35.725147+00:00,13.0092094,77.5838479,5.0,1.0,0,night,136.31685245,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 02:16:12.463000+00:00,2024-04-02 02:57:18.627789502+00:00,12.90927,77.62768,2.0,1.0,0,night,41.102746491666664,12.0,Medium
unplanned,water_logging,High,False,Unknown,Unknown,2024-04-02 05:20:44.073000+00:00,2024-04-04 18:49:03.918295002+00:00,12.9050197,77.6015751,5.0,1.0,0,night,3688.3307549166666,14.0,Medium
unplanned,others,High,False,Unknown,Unknown,2024-04-02 05:00:50.267000+00:00,2024-04-02 05:31:14.585511998+00:00,13.0418068,77.5477057,5.0,1.0,0,night,30.405308533333333,9.0,Low
planned,construction,Low,False,Unknown,Unknown,2024-04-02 04:30:02.783000+00:00,2024-04-03 04:30:45.999999998+00:00,12.9665396,77.616609,4.0,1.0,0,night,1440.7202833333333,6.0,Low
unplanned,water_logging,High,False,Unknown,Unknown,2024-04-02 05:43:22.781000+00:00,2024-04-03 21:57:39.599181002+00:00,12.8999213,77.6010062,5.0,1.0,0,night,2414.280303016667,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 04:25:38.675000+00:00,2024-04-02 05:06:44.839789502+00:00,13.045651,77.5641352,4.0,1.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 06:12:04.412000+00:00,2024-04-02 06:52:37.484013001+00:00,12.9679885,77.5882273,6.0,1.0,0,night,40.551200216666665,12.0,Medium
unplanned,road_conditions,Low,True,Unknown,Unknown,2024-04-02 06:52:05.522000+00:00,2024-04-08 16:48:24.850547498+00:00,12.9466153,77.5974113,6.0,1.0,0,night,9236.322142458333,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 06:38:45.177000+00:00,2024-04-02 07:16:30.215653998+00:00,12.9151685,77.5998241,6.0,1.0,0,night,37.75064423333333,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 06:49:30.630000+00:00,2024-04-02 08:08:48.476928+00:00,12.9902665,77.5853871,6.0,1.0,0,night,79.2974488,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-04-02 04:49:34.583000+00:00,2024-04-02 05:30:40.747789502+00:00,13.0438226,77.5576364,4.0,1.0,0,night,41.102746491666664,12.0,Medium
